city,skill,job_count,city_total_skill_mentions,city_total_jobs,skill_share,job_share
BODØ,Helse,27,2069,215,0.01304978250362494,0.12558139534883722
BODØ,Helse og omsorg,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Helse- og omsorgstjenester,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Helse- og oppvekstfag,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Helseadministrasjon,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Helseassistent,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Helsefag,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Helsefagarbeider,9,2069,215,0.0043499275012083135,0.04186046511627907
BODØ,Helsefaglig arbeid,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Helseforetak,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Helseledelse,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Helsevesen,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Hjelpepleier,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Hjemmesykepleie,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Hjemmetekstil,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Hjemmetjeneste,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Hjertemedisin,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Hotell,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Hurtigbåt,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Hydraulikk,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Hygiene,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Håndverk,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Håndverker,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Høgskole,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,IKT,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,IKT-infrastruktur,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,IP-koordinator,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,IT,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,IT-administrasjon,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,IT-drift,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,IT-konsulent,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,IT-rådgiver,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,IT-sikkerhet,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Indremedisin,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Industri,9,2069,215,0.0043499275012083135,0.04186046511627907
BODØ,Industrirengjøring,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Infeksjon,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Informasjonsarbeid,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Informasjonsbehandling,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Informasjonsforvaltning,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Informasjonssikkerhet,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Information Management,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Infrastruktur,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Infusjon,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Ingeniør,6,2069,215,0.0028999516674722086,0.027906976744186046
BODØ,Inspektør,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Institusjon,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Instruktør,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Integrering,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Intensiv,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Intensivsykepleier,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Interiør,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Italiensk mat,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Japansk mat,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Java,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Jeans,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Jordskifte,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Jordskiftedommer,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Juridisk,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Juridisk rådgiver,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Juridisk saksbehandling,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Juridisk vurdering,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Jurist,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Kafé,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Kafémedarbeider,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Kantine,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Kaptein,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kardiologi,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kartlegging,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kasse,23,2069,215,0.011116481391976801,0.10697674418604651
BODØ,Kassemedarbeider,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kasseoppgjør,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kiosk,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Kirke,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Kirkeverge,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kirurgi,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Kirurgisk avdeling,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kjemi,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kjæledyr,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kjøkken,7,2069,215,0.0033832769453842437,0.03255813953488372
BODØ,Kjøkkenassistent,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Kjøkkenmedarbeider,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kjøkkensjef,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Klagesaksbehandling,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Klinisk drift,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Klinisk erfaring,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Kliniske systemer,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Klær,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kokk,5,2069,215,0.002416626389560174,0.023255813953488372
BODØ,Kommunal,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kommunal forvaltning,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kommunal helse,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Kommunalteknikk,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kommunikasjon,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kompetansestyring,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Konferanse,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Konferansevert,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Konseptutvikling,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Konsern,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Konstruksjonsteknikk,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Konsulent,5,2069,215,0.002416626389560174,0.023255813953488372
BODØ,Kontor,18,2069,215,0.008699855002416627,0.08372093023255814
BODØ,Kontorarbeid,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kontorareal,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kontraktstyring,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Koordinering,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Kosthold,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kraftbransje,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kraftnett,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kreativ,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kreativ mat,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kreftbehandling,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kreftsykepleier,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kriminalanalyse,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kriminalitet,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Krisehåndtering,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Kristendom,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kultur,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kulturarbeid,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kulturarv,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Kulturinstitusjon,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kultursektor,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kulturskole,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kundebehandling,19,2069,215,0.00918318028032866,0.08837209302325581
BODØ,Kundekontakt,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Kundeoppfølging,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Kundeopplevelse,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kundeportefølje,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kunderådgiver,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Kundesamtale,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kundesenter,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Kundeservice,35,2069,215,0.016916384726921217,0.16279069767441862
BODØ,Kundesupport,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kvalitet,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kvalitetsarbeid,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Kvalitetskontroll,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kvalitetsrådgiver,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kvalitetssikring,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Kvalitetssystem,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kveld og helg,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kveldsjobb,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Kysttrafikk,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,LIS,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,LO,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Laboratoriearbeid,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Laboratorium,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Lager,7,2069,215,0.0033832769453842437,0.03255813953488372
BODØ,Lagerarbeider,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Lagerkontroll,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Lagerleder,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Lagermedarbeider,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Landbruk,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Langtransport,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Lastebil,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Lastebilsjåfør,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Lasting,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Ledelse,9,2069,215,0.0043499275012083135,0.04186046511627907
BODØ,Leder,37,2069,215,0.017883035282745288,0.17209302325581396
BODØ,Ledererfaring,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Lege,5,2069,215,0.002416626389560174,0.023255813953488372
BODØ,Lege i spesialisering,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Legekontor,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Legemidler,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Legevakt,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Lek,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Lekeplass,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Leverandøroppfølging,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Leverandørreskontro,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Livredder,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Logistikk,7,2069,215,0.0033832769453842437,0.03255813953488372
BODØ,Logoped,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Lossing,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Luftfart,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Lufthavn,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Luftoperasjoner,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Læring,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Læringsplattform,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Lønn,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Lønnsarbeid,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Lønnskonsulent,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Lønnssystem,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Maling,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Maritim,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Maskin,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Maskinfører,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Maskinoperatør,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Maskinreparasjon,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Mat,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Mat og drikke,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Matlaging,9,2069,215,0.0043499275012083135,0.04186046511627907
BODØ,Matlevering,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Matproduksjon,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Matservering,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Matsvinn,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Mattilsynet,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Medikamentadministrasjon,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Medikamentell behandling,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Medikamenthåndtering,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Medisinsk overvåkning,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Medisinsk poliklinikk,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Medisinsk rådgivning,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Medisinsk teknisk,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Medisinsk utstyr,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Medisinskfaglig arbeid,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Medisinstudent,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Medisintekniker,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Medisinteknisk utstyr,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Mekaniker,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Mekanisk,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Mekanisk arbeid,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Menighetspedagog,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Menyutvikling,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Merkevare,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Microsoft 365,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Mikrobiologi,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Militæranlegg,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Miljøarbeid,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Miljøterapeut,11,2069,215,0.005316578057032383,0.05116279069767442
BODØ,Miljøterapi,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Miljøtjeneste,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Montasje,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Montering,5,2069,215,0.002416626389560174,0.023255813953488372
BODØ,Montør,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Moteklær,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Museum,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Museumsforvaltning,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Møteplanlegging,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Møtevert,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Narvesen,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Nattarbeid,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Nettanlegg,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Nettsidedesign,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Nettverk,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Nybygg,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Nyre,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Næringsliv,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Næringspolitikk,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Nødmeldesentral,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Nødmeldetjeneste,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Observasjon,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Observasjonspost,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Offentlig forvaltning,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Offentlig sektor,7,2069,215,0.0033832769453842437,0.03255813953488372
BODØ,Offentlig virksomhet,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Offentlige anlegg,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Offentlige anskaffelser,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Områdeleder,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Omsorg,16,2069,215,0.007733204446592557,0.07441860465116279
BODØ,Onkologi,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Operasjon,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Operasjonsleder,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Operasjonssentral,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Operasjonssykepleier,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Operativ leder,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Operativ tjeneste,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Operative fag,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Operativt arbeid,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Operatør,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,OpiNor,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Oppdragsleder,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Opplæring,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Oppsøkende salg,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Opptak,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Oppvasker,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Optikk,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Orden,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Ordrebehandling,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Organisasjon,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Organisasjonsarbeid,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Organisasjonssjef,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Organisasjonsutvikling,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Ortopedi,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Overlege,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Overvåkingsenhet,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Overvåkning,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,PLS,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Paramedisiner,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Park,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Pasientarbeid,5,2069,215,0.002416626389560174,0.023255813953488372
BODØ,Pasientbehandling,11,2069,215,0.005316578057032383,0.05116279069767442
BODØ,Pasientkontakt,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Pasientkoordinator,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Pasientoppfølging,8,2069,215,0.0038666022232962784,0.037209302325581395
BODØ,Pasientsikkerhet,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Pasienttransport,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Passasjertransport,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Patrulje,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Pedagog,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Pedagogikk,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Pedagogisk arbeid,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Pedagogisk ledelse,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Pedagogisk leder,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Personaladministrasjon,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Personalansvar,24,2069,215,0.011599806669888834,0.11162790697674418
BODØ,Personalarbeid,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Personaloppfølging,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Personalutvikling,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Personlig assistent,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Personvern,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,PhD,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Piping,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Pizza,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Pizzakokk,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Plan- og bygningsloven,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Planlegging,6,2069,215,0.0028999516674722086,0.027906976744186046
BODØ,Pleie,6,2069,215,0.0028999516674722086,0.027906976744186046
BODØ,Poliklinikk,5,2069,215,0.002416626389560174,0.023255813953488372
BODØ,Politi,7,2069,215,0.0033832769453842437,0.03255813953488372
BODØ,Politibetjent,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Politiførstebetjent,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Politisk påvirkning,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Portefølje,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Post i butikk,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Postoperativ,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Power BI,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Praktisk arbeid,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Praktisk bistand,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Prehospital,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Produksjon,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Produksjonsassistent,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Produksjonsmedarbeider,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Profilering,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Programmerer,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Programmering,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Prosessanlegg,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Prosjektarbeid,8,2069,215,0.0038666022232962784,0.037209302325581395
BODØ,Prosjektering,7,2069,215,0.0033832769453842437,0.03255813953488372
BODØ,Prosjektledelse,11,2069,215,0.005316578057032383,0.05116279069767442
BODØ,Prosjektleder,6,2069,215,0.0028999516674722086,0.027906976744186046
BODØ,Prøvetaking,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Psykiatri,5,2069,215,0.002416626389560174,0.023255813953488372
BODØ,Psykisk helse,13,2069,215,0.006283228612856452,0.06046511627906977
BODØ,Psykisk helsearbeid,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Psykisk helsevern,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Psykolog,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Psykologspesialist,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Påhengsmotor,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,RIB,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Radiologi,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Rapportering,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Rapportskriving,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Redning,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Redningsarbeid,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Redningstjeneste,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Regnskap,8,2069,215,0.0038666022232962784,0.037209302325581395
BODØ,Regnskapscontroller,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Regnskapsfører,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Rehabilitering,7,2069,215,0.0033832769453842437,0.03255813953488372
BODØ,Reisebyrå,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Reiseregninger,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Rekruttering,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Relasjonsbygging,2,2069,215,0.0009666505558240696,0.009302325581395349
BODØ,Relasjonskompetanse,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Rengjøring,3,2069,215,0.0014499758337361043,0.013953488372093023
BODØ,Renhold,14,2069,215,0.006766553890768487,0.06511627906976744
BODØ,Renholder,4,2069,215,0.0019333011116481392,0.018604651162790697
BODØ,Renholdsbetjent,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Renholdsleder,1,2069,215,0.0004833252779120348,0.004651162790697674
BODØ,Renholdsoperatør,1,2069,215,0.0004833252779120348,0.004651162790697674
