job_id,skill,title,category,city,esco_uri,esco_label,match_method,retrieval_score,rerank_score,rerank_margin
e6f8d111-4c9c-4d73-8bc4-e3c90539bf32,DevOps,Teknolog med erfaring innenfor Azure og Microsoft-teknologi,"Systemanalytikere/-arkitekter, Teknologikonsulent, IKT-konsulent",OSLO,http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4,DevOps,exact,,1.0,
e6f8d111-4c9c-4d73-8bc4-e3c90539bf32,Digitalisering,Teknolog med erfaring innenfor Azure og Microsoft-teknologi,"Systemanalytikere/-arkitekter, Teknologikonsulent, IKT-konsulent",OSLO,http://data.europa.eu/esco/skill/aa0d8201-5a8e-417f-81f4-c04601139582,digitalisering,exact,,1.0,
e719ec9f-68f9-4ce9-8056-35182b2ec4d7,Hjelpemidler,Ergoterapeut barn og unge,"Ergoterapeut, Ergoterapeut, Ergoterapeuter",DRØBAK,http://data.europa.eu/esco/skill/8759c352-8b00-498f-985a-935f13e1b043,hjelpemidler,exact,,1.0,
e94b3967-64f1-430a-ba97-5a88aece5023,Digitalisering,Prosjektleder EHDS,"Prosjektleder, Prosjektleder, Andre administrative ledere",OSLO,http://data.europa.eu/esco/skill/aa0d8201-5a8e-417f-81f4-c04601139582,digitalisering,exact,,1.0,
ebaf767d-5087-422a-b0a2-c1ea19272a47,Systemutvikling,Prosjektingeniør System Integrasjon,"Andre sivilingeniører (unntatt elektroteknologi);, Prosjektingeniør, Systemanalytikere/-arkitekter, Systemingeniør, IKT-systemarkitekt, Prosjektingeniør IT, Prosjektingeniør IT",KONGSBERG,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,dataprogrammering,digital_consensus,0.6049041152000427,0.9194501638412476,0.19810181856155396
f12fc620-1c62-4bdc-9220-163b95982616,Adobe Creative Cloud,Trigges du av merkevarebygging?,"Reklame- og markedsføringsrådgivere, Brand Manager, varemerkesjef",TROLLÅSEN,http://data.europa.eu/esco/skill/719d8699-a221-4b5a-8fc3-68a8645cbe03,Adobe Creative Cloud,exact,,1.0,
f12fc620-1c62-4bdc-9220-163b95982616,Grafisk designer,Trigges du av merkevarebygging?,"Reklame- og markedsføringsrådgivere, Brand Manager, varemerkesjef",TROLLÅSEN,http://data.europa.eu/esco/skill/7fb699d9-182a-430e-b7a0-6d8ed05c284b,grafisk design,digital_consensus,0.5649178624153137,0.9999366998672485,5.328655242919922e-05
f5614f81-01ff-4fed-b91b-112a605bf753,Informatikk,Vil du jobbe med kvalitet i software?,"Andre programvare- og applikasjonsutviklere, Software Quality Assurance Analyst, spesialist i datakvalitet, Kvalitetsleder programvare, Kvalitetsleder programvare",KONGSBERG,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,informatikk,exact,,1.0,
f5614f81-01ff-4fed-b91b-112a605bf753,Kybernetikk,Vil du jobbe med kvalitet i software?,"Andre programvare- og applikasjonsutviklere, Software Quality Assurance Analyst, spesialist i datakvalitet, Kvalitetsleder programvare, Kvalitetsleder programvare",KONGSBERG,http://data.europa.eu/esco/skill/fc5818b4-66f9-498b-a1bc-ff651db2af68,kybernetikk,exact,,1.0,
f5614f81-01ff-4fed-b91b-112a605bf753,Softwareutvikling,Vil du jobbe med kvalitet i software?,"Andre programvare- og applikasjonsutviklere, Software Quality Assurance Analyst, spesialist i datakvalitet, Kvalitetsleder programvare, Kvalitetsleder programvare",KONGSBERG,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,dataprogrammering,digital_consensus,0.6154131889343262,0.9983090162277222,0.020649254322052002
