conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82fea746-853f-4f1b-8ab7-55de8619cccd,strømlinjeformet produksjon,released,knowledge,cross-sector,forretningsmessig fortreffelighet | totalt produktivt vedlikehold | prosessfortreffelighet | WCM produksjon i verdensklasse | operativ fortreffelighet | PDCA | produksjonskunnskap,"Strømlinjeformet produksjon er en metodikk som fokuserer på å minimere svinn i produksjonssystemer og samtidig maksimere produktiviteten.
	",http://data.europa.eu/esco/isced-f/0413,ledelse og administrasjon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8318ca1f-117e-4a21-a07a-5d7515a21035,gi opplæring i bærekraftig utvikling og forvaltning av turisme,released,skill/competence,sector-specific,,"Levere opplæring og kapasitetsbygging for ansatte som arbeider i reiselivsbransjen, for å informere dem om beste praksis innen utvikling og forvaltning av reisemål og pakketurer. Samtidig skal minst mulig innvirkning på miljøet og lokalsamfunnet oppnås, og vernede områder og vernet fauna og flora tas nøye vare på.
	",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488 | http://data.europa.eu/esco/skill/2cb27e30-2be7-4a09-9502-fdd2102c046b,gi opplæring i operasjonelle prosedyrer | gjennomføre opplæring innen miljøforhold
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,energieffektivitet,released,knowledge,sector-specific,,"Informasjonsområde som omhandler reduksjon i bruken av energi. Det omfatter beregning av forbruket av energi og tilby sertifikater og støttetiltak, sparer energi ved å redusere etterspørselen, oppmuntrer til effektiv bruk av fossilt brensel og fremmer bruken av fornybar energi.",http://data.europa.eu/esco/isced-f/0713,elektrisitet og energi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8570573a-937b-406a-b4b2-1def0387d0d1,vedlikeholde konsentrerte solenergisystemer,released,skill/competence,sector-specific,,"Gjennomføre rutinemessig vedlikehold samt reparasjoner av systemer som bruker reflekterende materialer, for eksempel linser og speil, og sporingssystemer for å konsentrere sollys i en stråle som driver et elektrisk kraftverk med varmeproduksjon.",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"vedlikeholde elektrisitets-, elektro- og presisjonsutstyr"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85947873-e99a-4b08-a4e3-743942710fea,administrere fiskeriprosjekter,released,skill/competence,sector-specific,,"Rådføre seg med entreprenører i både statlige og private sektorer for fiskeriprosjekter, som for eksempel restaureringsarbeid. Gå gjennom de foreslåtte planene og bidra med ekspertise. Utarbeide søknader om tilskudd til fiskeriprogrammet. Gi faglig bistand til samfunnsfiskeriprosjekter. Studere konsekvensene av miljøendringer i vann. Løse klager fra allmennheten. Forberede resepter for å identifisere fiskeriproblemer og anbefale løsninger.",http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca | http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,"lede, ha oversyn med og samordne prosjekter | utføre prosjektledelse"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85f73cdf-fb6f-434d-8fff-fcd723834a90,utføre miljøutbedring,released,skill/competence,sector-specific,foreta miljøsanering | utføre miljøopprydding | gjennomføre miljøsanering | miljøsanering utføres | miljøsanering gjennomføres | utføre miljøsanering,"Gjennomføre aktiviteter som sikrer fjerning av forurensningskilder fra miljøet, i samsvar med forskrifter for miljøområdet.",http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c | http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,bidra til redusert forurensning | sikre samsvar med miljølovgivning | overholde lover og standarder for miljøbeskyttelse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8604cb5f-9e1f-427c-ba23-3c4a6853fe95,designe innsamlingssystemer for vindmøllepark,released,skill/competence,sector-specific,utforming av vindkraftsamlersystemer | designe landbasert vindpark | utforming av vindparksamlere,"Designe systemer som forbinder enkeltvindturbiner i en vindmøllepark og samler inn energi og overfører den til en understasjon, slik at produsert elektrisk energi kan overføres, og slik at systemet forbinder turbinene med hverandre og understasjonen på en sikker og effektiv måte.",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"designe industrimateriale, -system eller -produkt"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8614b988-b907-473e-a701-47b525959dc8,gi råd om oppvarmingssystemers energieffektivitet,released,skill/competence,cross-sector,,"Gi informasjon og råd til klienter om hvordan de kan ta vare på et energieffektivt oppvarmingsanlegg hjemme eller på kotnoret, og mulige alternativer.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/8bc75dce-beba-40f9-93fc-66c9708ed74b | http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c,gi råd | gi råd om effektivisering | gi råd om produkter og tjenester
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/862920c8-f2d0-4058-8fb8-9f06fbfc2446,utvikle resirkuleringsprogrammer,released,skill/competence,sector-specific,,Utarbeide og koordinere resirkuleringsprogrammer. Samle inn og behandle resirkulerbare materialer for å redusere avfallsmengden.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,utarbeide retningslinjer og rutiner for drift
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86df7af2-f9f3-4c06-a500-7f1fba9e78fe,følge helse- og sikkerhetsprosedyrer innen bygg og anlegg,released,skill/competence,cross-sector,,"Bruke de relevante prosedyrene for helse og sikkerhet for å forebygge ulykker, forurensning og andre risikoer.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,overholde helse- og sikkerhetsprosedyrer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86f0bb12-6491-4be7-8306-c88900e91a63,grønne obligasjoner,released,knowledge,sector-specific,bærekraftsobligasjoner,"Finansinstrumenter som omsettes i finansmarkeder med sikte på å innhente kapital til prosjekter med spesifikke miljøfordeler.
	",http://data.europa.eu/esco/isced-f/0412,"finans, bank og forsikring"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/885808f7-f42b-406e-95f2-28efcd45ddda,gjennomføre energistyring av anlegg,released,skill/competence,cross-sector,,Bidra til å utvikle effektive strategier for energiforvaltning og sørge for at disse er bærekraftige for bygninger. Vurdere bygninger og anlegg for å fastslå hvor energieffektiviteten kan forbedres.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,bidra til å minske de negative følgene av forbruk | designe strukturer eller fasiliteter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88de7361-2054-4402-8e1a-a6feb61d8ba9,gjennomføre studier av flyplassmiljø,released,skill/competence,sector-specific,,"Forberede og gjennomføre miljøundersøkelser, modellberegning av luftkvalitet og undersøkelser av arealbruk.",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,utføre akademiske undersøkelser eller markedsundersøkelser
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89a94a26-29d4-4cd7-9e9d-faebc300c1b1,gjennomføre erosjonssikring,released,skill/competence,sector-specific,gjennomføre erosjonskontroll | utføre erosjonskontroll | gjennomføring av erosjonskontroll | administrere erosjonskontroll,Administrere erosjonssikringsprosesser og -prosjekter. Planlegge erosjonssikringshandlinger for å kontrollere eller forebygge erosjon og unngå vannforurensning eller jordtap.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,overholde lover og standarder for miljøbeskyttelse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89f5fa96-ae45-4906-902c-d50ca51009c6,identifisere nye resirkuleringsmuligheter,released,skill/competence,cross-sector,,"Undersøke ideer og se muligheter for å forbedre innsamling, behandling og gjenvinning av avfall.",http://data.europa.eu/esco/skill/22c45bf7-e52b-475f-847b-c32a87f65a5d | http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e | http://data.europa.eu/esco/skill/cbe1b24e-00f3-4b17-94e9-1fcd34a11c3e,sirkulær økonomi | utvise gründerånd | identifisere muligheter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8abdc43c-2bfd-417c-97c2-27fcdaf53171,fremme miljøbevissthet,released,skill/competence,cross-sector,,"Fremme bærekraft og øke bevisstheten om den miljømessige innvirkningen av menneskelig og industriell aktivitet basert på karbonfotavtrykkene til forretningsprosesser og andre praksiser.
	",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,bidra til å minske de negative følgene av forbruk | gi råd om miljøspørsmål
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8b46636e-e201-4086-a8d5-049b65eaf40e,gi råd om bruk av land,released,skill/competence,cross-sector,,"Anbefale de beste måtene å bruke land og ressurser på. Gi råd om plassering av veier, skoler, parker og så videre.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/414332e4-8347-4771-b947-65bd3801a620 | http://data.europa.eu/esco/skill/b036eb5c-6a48-45b9-b2c6-f42f9e336204,gi råd | anvende konsulentteknikker | gi råd om forretnings- eller driftsforhold
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bcf4ef0-edda-4f6a-a1ce-7defb1d324d6,utføre vannbehandlingsprosedyrer,released,skill/competence,sector-specific,,"Utføre handlinger som filtrering, sterilisering og avkloring for å rense vannet for drikking og bruk i mat ved hjelp av forskjellige prosedyrer og teknologier som mikrofiltrering, omvendt osmose, ozonering, karbonfiltrering eller ultrafiolett lys (UV).",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"betjene behandlingssystem eller -utstyr for petroleum, kjemikalier eller vann"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bdd25f8-4b6e-40fe-a2cf-c1badc594114,geologi,released,knowledge,cross-sector,,"Fast jord, steintyper, strukturer og prosessene som har endret dem.",http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba | http://data.europa.eu/esco/isced-f/0532,Jordvitenskap | jordvitenskap
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8be4540d-db79-4213-8820-bda0d3fb74a7,aeroponikk,released,knowledge,sector-specific,,"Dyrking av planter uten bruk av et vekstmedium, for eksempel jord. Planters røtter er direkte eksponert mot den omkringliggende luften eller tåken og vannet med næringsstoffløsninger.
	",http://data.europa.eu/esco/isced-f/0812,hagebruk
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c609e7c-5002-41a7-b629-0b98f132afb0,regulering av utslipp av råmaterialer i sjøen,released,knowledge,occupation-specific,lovbestemmelser om utslipp av råvarer i havet | miljøkrav for utslipp av råstoff i havet | lov om utslipp av råstoff i havet | lovgivning om utslipp av råmaterialer til sjøs | miljøkrav for utslipp av råvarer til sjøs | forskrift om utslipp av råstoff i havet | reguleringer om utslipp av råstoffer i havet | lovverket om utslipp av råstoff i havet på en miljøvennlig måte | lovkrav for utslipp av råstoff i havet | reguleringer om utslipp av råstoffer til havet,"Miljøbestemmelsene for utslipp av råvarer i havet, herunder bruk av kjemisk desinfeksjon og deklorering for å produsere et rent og trygt avløp egnet for utslipp til sjøs.
	",http://data.europa.eu/esco/isced-f/0712,miljøvernteknologi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c7707b3-cd9b-405a-b2e5-9df24172d4f9,overvåke terreng,released,skill/competence,occupation-specific,,"Overvåke område under arrangementer for å beskytte systemet, rapportere områdets tilstand og tap av vann eller anlegg på grunn av systemfeil.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,overvåke miljøforhold
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ca08a35-2d2e-46f5-b440-8fc8ce736287,anvende presisjonslandbruk,released,skill/competence,sector-specific,,"Bruke moderne teknologi og utstyr med høypresisjonssystemer, geokartlegging og/eller automatiske styresystemer for landbruksvirksomhet.",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,betjene land- og skogbruksmaskiner
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ddd7e74-d187-48a1-9009-ff06b268f6cc,håndtere avfallsstein,released,skill/competence,occupation-specific,,Håndtere avfallsmaterialene som er innhentet ved utviklingsvirksomheten.,http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,kaste ikke-farlig avfall eller skrot | håndtere avfall
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df12fb1-7f41-4068-8d05-007e8fec8f33,bevare skog,released,skill/competence,sector-specific,,"Arbeide for å bevare og gjenopprette skogstrukturer, biologisk mangfold og økologiske funksjoner.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,overholde lover og standarder for miljøbeskyttelse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733,kommunisere om de miljømessige konsekvensene av gruvedrift,released,skill/competence,sector-specific,,"Forberede diskusjoner, foredrag, konsultasjoner med interessenter og offentlige høringer angående miljøspørsmål knyttet til gruvedrift.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,gi råd om miljøspørsmål | vurdere miljøpåvirkning
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e01e994-0e09-4fbb-a76b-7f615678cc7d,vedlikeholde biogassanlegg,released,skill/competence,occupation-specific,,"Gjennomføre rutinemessig vedlikehold og reparasjoner av utstyr som behandler avlinger for energi og avfall fra bondegårder, kjent som metanisering. Sikre at utstyret fungerer på riktig måte ved transformering av biomasse til biogass, som brukes til å produsere varme og elektrisitet.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,installere deler av tre og metall
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f585def-6ade-41b3-b897-3d71fba4151d,alternativ energi,released,knowledge,cross-sector,alternative energikilder,"Energikilder som ikke stammer fra fossile drivstoff og har få klimagassutslipp.
	",http://data.europa.eu/esco/skill/1e38f5be-bb7d-42c5-8301-c16cf400f8ee | http://data.europa.eu/esco/isced-f/0713,fornybar energi | elektrisitet og energi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f98653a-4aee-4619-91c7-0cdc2f8e225a,administrere planer for utnyttelse av organiske biprodukter,released,skill/competence,occupation-specific,,"Implementere planer for utnyttelse av organiske biprodukter. Sikre at planer for utnyttelse av organiske biprodukter er i samsvar med relevant lovgivning, regler for god praksis og retningslinjer for avlinger. Sikre at det finnes systemer for å beskytte mennesker og dyr mot farene ved å arbeide med organiske biprodukter, som gjødselgass. Overvåke bruken av organiske biprodukter, og iverksette egnede tiltak dersom problemer påvises.",http://data.europa.eu/esco/skill/a6c3bda0-c759-495e-b2c5-062b3abe2097,implementere nye prosedyrer og prosesser
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/901297b8-9f66-431b-a6ab-bc2235acf056,samle inn ødelagte apparater,released,skill/competence,occupation-specific,,"Innhente eller motta produkter som ikke lenger fungerer og ikke kan repareres fra husholdninger, organisasjoner eller innsamlingsanlegg, slik at de kan sorteres for kasting eller resirkulering.",http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,sortere materialer eller produkter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/90d04cf8-dcc1-45cf-93e1-a2eba80aed6f,hybridbilarkitektur,released,knowledge,sector-specific,hydrogenkjøretøy | hybrid klassifisering | hybridkjøretøy | hybridbiler | hybridbusser | plug-in hybrider | plug-in hybrid,"Hybridbilens nomenklatur, klassifisering og arkitektur, inkludert effektivitetshensyn. Fordeler og ulemper med serier, parallelle løsninger og kraftdelingsløsninger.
	",http://data.europa.eu/esco/isced-f/0714,elektronikk og automasjon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9263f0d8-7266-4782-b0ee-38f62656e97e,fremme bærekraftig interiørdesign,released,skill/competence,cross-sector,,Utvikle en miljøvennlig interiørdesign og fremme bruken av kostnadseffektive og fornybare materialer.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,bidra til å minske de negative følgene av forbruk | fremme bærekraft | designe strukturer eller fasiliteter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/92e4064a-a93c-4e22-a63b-8da91757b90c,oppdage flaskehalser,released,skill/competence,cross-sector,,Identifisere flaskehalser i forsyningskjeden.,http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,overvåke driftsaktiviteter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9349f502-9c11-476c-957d-2e016790a2ee,koordinere avfallshåndteringsprosedyrer,released,skill/competence,sector-specific,,"Samordne driften ved et anlegg eller en organisasjon som håndterer avfall, for eksempel innsamling, sortering, gjenvinning og kasting av avfall, for å sikre optimal virksomhetseffektivitet, forbedre metoder for avfallsreduksjon og sikre samsvar med lovverket.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94 | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,lede andre | lede driftsaktiviteter | håndtere avfall
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/942edf03-a450-4261-b65c-9b447fdddc51,sette opp generatorer,released,skill/competence,cross-sector,,Installere og betjene generatorer som strømforsyning i samsvar med regler og spesifikasjoner.,http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"installere og reparere elektrisitets-, elektro- og presisjonsutstyr"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9438b0dc-062a-4893-b176-959706e4ae1e,bruke miljøvennlige materialer,released,skill/competence,cross-sector,,Arbeide med miljøvennlige materialer som vannbaserte etterbehandlingssystemer for materialer eller klebemidler uten formaldehyd.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,bidra til å minske de negative følgene av forbruk | vurdere miljøvirkningen av personlig atferd | overholde lover og standarder for miljøbeskyttelse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/94747ff4-603d-47d4-9780-bf53be41e190,inspisere industrielt utstyr,released,skill/competence,cross-sector,,"Inspisere utstyr som brukes i industrien, for eksempel produksjons- eller anleggsutstyr, for å sikre at utstyret er i samsvar med lovverket for helse, sikkerhet og miljø.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,installere deler av tre og metall
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/956487a3-5b0b-4d03-8d0e-01e71fb65482,sosiale obligasjoner,released,knowledge,sector-specific,obligasjoner med utbetaling ved suksess | betale for suksess-finansiering | sosiale ytelsesobligasjoner | sosiale konsekvensbindinger,"Et sett med finansielle instrumenter som tar sikte på å innhente kapital for prosjekter med positive sosiale resultater, og som gir avkastning på investeringen ved oppnåelse av spesifikke sosialpolitiske mål. Sosiale obligasjoner brukes vanligvis til å finansiere prosjekter på områder som rimelig infrastruktur, tilgang til viktige tjenester, ansettelsesprogrammer, matvaresikkerhet og bærekraftige matvaresystemer.
	",http://data.europa.eu/esco/isced-f/0412,"finans, bank og forsikring"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9582094d-e08c-4df2-a6f1-7c321724f273,naturlige matressurser,released,knowledge,occupation-specific,,"Beliggenhet, kvaliteter og bearbeiding av sikre, spiselige, drikkelige naturlige produkter, f.eks. frukt, planter, kjøtt og friskt eller resirkulert vann.",http://data.europa.eu/esco/isced-f/0721,matproduksjon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/95bff246-c3ce-4181-a11b-e4363453c2f8,miljøstyringsstandarder,released,knowledge,cross-sector,ISO 14000 | ISO 14001,"Kravene til en organisasjon for å implementere miljøstyringssystemet for å forbedre miljøprestasjonen, for eksempel ISO 14001.
	",http://data.europa.eu/esco/isced-f/0712,miljøvernteknologi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96835f47-da71-415b-8cbf-d37386dc98d4,gjennomføre miljøundersøkelser,released,skill/competence,cross-sector,,Gjennomføre undersøkelser for å innhente informasjon for analyse og håndtering av miljørisiko i en organisasjon eller i en bredere sammenheng.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,utføre akademiske undersøkelser eller markedsundersøkelser
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96d549bb-3e62-4c45-92a7-f114df089581,analysere forsyningskjedestrategier,released,skill/competence,cross-sector,,"Undersøke en organisasjons planleggingsdetaljer for produksjon, forventede behov for produksjonsenheter, kvalitet, mengde, kostnad, tilgengelig tid og arbeidskraft. Gi forslag for å forbedre produkter og tjenestekvalitet, og for å redusere kostnader.",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,tenke kritisk | utvise gründerånd | analysere forretningsvirksomheter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96d901a6-c931-4e8d-b685-a47e1deaaa1b,identifisere energibehov,released,skill/competence,sector-specific,,"Identifisere typen og mengden energitilførsel som er nødvendig for en bygning eller et anlegg for å gi de mest gunstige, bærekraftige og kostnadseffektive energitjenestene for en forbruker.",http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62,estimere ressursbehov
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97725325-5287-4ebb-9f83-1ba2c38f465c,produsere bærekraftige produkter,released,skill/competence,cross-sector,utvikle bærekraftige produkter | lage grønne produkter | produsere produkter med lav innvirkning | produsere laveffektsprodukter | produsere grønne produkter,"Produsere varer på en bærekraftig måte gjennom hele produktets livssyklus som innebærer å fremme sosialt ansvar, spare ressurser og minimere negative miljøpåvirkninger.
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,overholde lover og standarder for miljøbeskyttelse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97902800-f9e0-4a73-8826-6cc42f874a18,grønn logistikk,released,knowledge,cross-sector,miljøbevisst logistikk | grønn logistikkvirksomhet | miljøvennlig logistikk | økologisk bevisst logistikk | grønne logistikkprinsipper | grønne logistikkparadigmer | grunnprinsipper for grønn logistikk | grønne logistikkoperasjoner | paradigmer for grønn logistikk | prinsipper for grønn logistikk,"Tilnærmingene og aktivitetene som tar sikte på å minimere den økologiske påvirkningen av logistikkaktiviteter.
	",http://data.europa.eu/esco/isced-f/0413 | http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,ledelse og administrasjon | logistikk
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97b473ae-8535-498d-9999-cc77549c5e50,identifisere montert kilde for varmepumper,released,skill/competence,sector-specific,velge ideell kilde for varmepumper | velge kilde til varmepumper,"Bestemme tilgjengelige varme- og energikilder, og velge mellom ulike typer tilgjengelige varmekilder, under hensyn til kildetemperaturens virkning på energieffektiviteten.
	",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,utvikling av mål og strategier
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/982ccb23-102c-4d7a-a899-4df50a032def,installere konsentrerte solenergisystemer,released,skill/competence,occupation-specific,installere fotovoltaisk kraftanlegg | installasjon av konsentrerte solenergisystemer | installere systemer for konsentrert solenergi | montering av konsentrert solenergisystem | installasjon av konsentrert solenergisystem | installering av konsentrerte solenergisystemer | installere solcellekraftverk,"Installere systemer som bruker reflekterende materialer, for eksempel linser og speil, og sporingssystemer for å konsentrere sollys til en stråle som driver et elektrisk kraftverk gjennom varmeproduksjon.",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"installere utstyr for oppvarming, ventilasjon og luftkondisjonering"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/988f696e-01c9-4aa5-b024-4aa96505ee0c,betjene vannoppvarmingsutstyr,released,skill/competence,sector-specific,,"Betjene vannoppvarmingsutstyr, for eksempel elektrisk utstyr, varmevekslere, varmepumper og solvarmeanlegg.",http://data.europa.eu/esco/skill/8bf9699c-f964-4e4b-ac3d-55aface09cbc,betjene utstyr for energiproduksjon eller -distribusjon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9920e559-e66c-44a8-b853-bf5c66f123fe,overvåke biofiltersystemer,released,skill/competence,occupation-specific,,"Overvåke biofiltersystemer som brukes til å kontrollere vann- og luftforurensning.
	",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,installere deler av tre og metall
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/995f7d9c-45c9-4622-b704-739982ff9070,vannkildeutvikling,released,knowledge,sector-specific,,"Studie av relevante egenskaper til en vannkilde, som tar sikte på en bærekraftig fordeling av sine ressurser og prosessen med å opprette og gjennomføre planer, programmer og prosjekter for å opprettholde og styrke vannkildefunksjoner som påvirker planten, dyret og menneskelige samfunn innenfor et vannkildefelt.",http://data.europa.eu/esco/isced-f/0732,bygg og anlegg
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a354775-1a03-4258-a357-be4ab0a07465,etablere grønne tak,released,skill/competence,sector-specific,,"Etablere vegetasjon på tak, og ta hensyn til vann og drenering, filter og jord. Plante egnet gress, eventuelt busker og trær. Lage grønne tak i samsvar med HMS-regler.",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,designe strukturer eller fasiliteter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b242812-7d88-4219-bac7-1195ecc4db51,resirkuleringssystemer,released,knowledge,sector-specific,,"Egenskaper og virkemåte for kompleks sirkulasjon, lufting og biofiltersystemer.",http://data.europa.eu/esco/isced-f/0732,bygg og anlegg
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b5aa426-7daa-4143-8d70-c3623e8c7e60,designe vindu- og glassystemer,released,skill/competence,sector-specific,designe energieffektive løsninger for vindus- og glassystemer,"Designe vindu-/glassystem for optimal komfort og energiytelse. Evaluere og designe et optimalt skjermingssystem med tilhørende kontrollstrategi.
	",http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,designe systemer og produkter
