conceptType,conceptUri,code,preferredLabel,status,altLabels,inScheme,description
ISCOGroup,http://data.europa.eu/esco/isco/C3511,3511,Driftsteknikere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3512,3512,Brukerstøtte,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3513,3513,Nettverks- og systemteknikere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3514,3514,Internett-teknikere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C352,352,Teknikere innen kringkasting og telekom,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3521,3521,Teknikere innen radio og tv,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3522,3522,Teknikere innen telekom,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4,4,Kontoryrker,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C41,41,Kontormedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C411,411,Kontormedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4110,4110,Kontormedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C412,412,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4120,4120,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C413,413,Dataregistrere og stenografer,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4131,4131,Stenografer mv.,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4132,4132,Dataregistrere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C42,42,Kundeserviceyrker,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C421,421,Kundebehandlere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4211,4211,Kundebehandlere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4212,4212,Bingoverter,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4213,4213,Pantelånere mv.,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4214,4214,Inkassomedarbeidere mv.,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C422,422,Reisebyrå-,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4221,4221,Reisebyråmedarbeidere mv.,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4222,4222,Kundesentermedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4223,4223,Sentralbordoperatører,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4224,4224,Hotellresepsjonister,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4225,4225,Informasjonsskrankemedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4226,4226,Resepsjonister (ekskl. hotell),released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4227,4227,Intervjuere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4229,4229,Andre opplysningsmedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C43,43,Økonomi- og logistikkmedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C431,431,Regnskaps- og lønnsmedarbeidere mv.,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4311,4311,Regnskapsmedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4312,4312,Forsikrings- og finansmedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4313,4313,Lønningsmedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C432,432,Lager- og transportmedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4321,4321,Lagermedarbeidere og material-forvaltere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4322,4322,Logistikkmedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4323,4323,Transportfunksjonærer,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C44,44,Postbud,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C441,441,Postbud,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4411,4411,Bibliotekassistenter,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4412,4412,Postbud og postsorterere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4413,4413,Kodere mv.,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4414,4414,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4415,4415,Arkivassistenter,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4416,4416,Personalkontormedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4419,4419,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5,5,Salgs- og serviceyrker,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C51,51,Yrker innen personlig tjenesteyting,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C511,511,Persontransportpersonell,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5111,5111,Flyverter,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5112,5112,Konduktører,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5113,5113,Reiseledere og guider,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C512,512,Kokker,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5120,5120,Kokker,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C513,513,Servitører og bartendere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5131,5131,Servitører,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5132,5132,Bartendere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C514,514,Frisører,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5141,5141,Frisører,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5142,5142,Kosmetologer mv.,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C515,515,Renholdsledere og vaktmestre,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5151,5151,Renholdsledere i virksomheter,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5152,5152,Husholdere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5153,5153,Vaktmestre,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C516,516,Andre yrker innen personlig tjenesteyting,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5161,5161,Astrologer mv.,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5162,5162,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5163,5163,Begravelsesbyrå- og krematoriearbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5164,5164,Dyrepassere og - trenere mv.,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5165,5165,Kjøreskolelærere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5169,5169,Andre personlige tjenesteytere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C52,52,Salgsyrker,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C521,521,Torg og markedsselgere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5211,5211,Torghandlere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5212,5212,Gateselgere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C522,522,Butikkselgere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5221,5221,Innehavere av kiosk/liten butikk,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5222,5222,Butikkavdelingssjefer,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5223,5223,Butikkmedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C523,523,Billettselgere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5230,5230,Billettselgere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C524,524,Andre salgsyrker,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5241,5241,Mannekenger og modeller,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5242,5242,Demonstrasjonsselgere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5243,5243,Dørselgere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5244,5244,Telefon- og nettselgere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5245,5245,Servicemedarbeidere (bensinstasjon),released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5246,5246,Gatekjøkken- og kafémedarbeidere mv.,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5249,5249,Andre salgsmedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C53,53,Pleie- og omsorgsarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C531,531,Barnehage- og skoleassistenter mv.,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5311,5311,Barnehage- og skolefritidsassistenter mv.,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5312,5312,Skoleassistenter,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C532,532,Pleiemedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5321,5321,Helsefagarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5322,5322,Hjemmehjelper,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5329,5329,Andre pleiemedarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C54,54,Sikkerhetsarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C541,541,Sikkerhetsarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5411,5411,Brannkonstabler,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5412,5412,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5413,5413,Fengselsbetjenter,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5414,5414,Vektere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5419,5419,Andre sikkerhetsarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6,6,Bønder,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C61,61,Jordbrukere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C611,611,Korn-,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6111,6111,Korn- og grønnsaksprodusenter,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6112,6112,Frukt- og bærprodusenter,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6113,6113,Gartnere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6114,6114,Kombinasjonsbrukere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C612,612,Husdyr-,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6121,6121,Melke- og husdyrprodusenter,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6122,6122,Egg- og fjærfeprodusenter,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6123,6123,Birøktere mv.,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6129,6129,Andre dyreoppdrettere og røktere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C613,613,Plante- og husdyrprodusenter (kombinasjonsbruk),released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6130,6130,Plante- og husdyrprodusenter (kombinasjonsbruk),released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C62,62,Skogbrukere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C621,621,Skogbrukere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6210,6210,Skogbrukere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C622,622,Havbruksarbeidere og fiskere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6221,6221,Havbruksarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6222,6222,Fiskere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6223,6223,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6224,6224,Fangstfolk,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C63,63,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C631,631,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6310,6310,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C632,632,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6320,6320,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C633,633,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6330,6330,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C634,634,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6340,6340,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C7,7,Håndverkere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C71,71,Byggearbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C711,711,Bygningsarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C7111,7111,,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C7112,7112,Murere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C7113,7113,Steinhoggere mv.,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C7114,7114,Betongarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C7115,7115,Tømrere og snekkere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C7119,7119,Andre bygningsarbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C712,712,Bygningstekniske arbeidere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C7121,7121,Taktekkere,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
