conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/11df8941-508c-4103-ad40-52cdf9430a59,sosiolog,released,,"Sosiologer retter forskningen sin mot å forklare sosial atferd og måten folk har organisert seg på som et samfunn. De forsker på og forklarer hvordan samfunn har utviklet seg ved å beskrive deres rettslige, politiske og økonomiske systemer og tilhørende kulturelle uttrykk.",http://data.europa.eu/esco/isco/C2632,Rådgivere/forskere
Occupation,http://data.europa.eu/esco/occupation/1738173e-ef9c-4222-88c8-b6aa9bad3cf7,biofysiker,released,,"Biofysikere studerer det eksisterende forholdet mellom levende organismer og fysikk. De gjennomfører forskning på levende organismer basert på fysikalske metoder som har som mål å forklare livets kompleksitet, forutse mønstre og trekke konklusjoner om aspekter ved liv. Biofysikere forsker blant annet på DNA, proteiner, molekyler, celler og miljøer.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog
Occupation,http://data.europa.eu/esco/occupation/19db5ad1-ffbf-41a0-8746-d3878f0d5dbd,medieforsker,released,,"Medieforskere forsker på mediers rolle og innvirkning på samfunnet. De observerer og dokumenterer bruken av ulike typer medier, for eksempel aviser, radio og fjernsyn, og responsen fra samfunnet.",http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,antropolog
Occupation,http://data.europa.eu/esco/occupation/1bbaf82c-67ae-4beb-9a55-7298acf5b2af,universitetslærer i sykepleie,released,,"Universitetslærere i sykepleie er professorer, lærere eller forelesere, og ofte leger, som underviser studenter i sykepleie, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og eksamener, lede laboratorieøvelser og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen sykepleiefaget, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad,meteorolog,released,,"Meteorologer studerer klimaprosesser, måler og forutser værmønstre og leverer rådgivningstjenester til en rekke brukere av værinformasjon. De utarbeider modeller for værmelding, utvikler instrumenter for å samle inn meteorologiske data og sammenstiller statistikk og databaser.",http://data.europa.eu/esco/isco/C2112,Meteorologer
Occupation,http://data.europa.eu/esco/occupation/2026adb2-62d7-4b92-9ccb-105abdebe37d,"ingeniør, elektromagnetisme",released,,"Ingeniører, elektromagnetisme utformer og utvikler elektromagnetiske systemer, innretninger og komponenter, som elektromagneter i høyttalere, elektromagnetiske låser, strømførende magneter i MR-apparater og magneter i elektriske motorer.",http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,"ingeniør, elektro"
Occupation,http://data.europa.eu/esco/occupation/203ea2ee-bbee-4aaf-83d7-2f2225f916e3,arkeolog,released,,"Arkeologer forsker på og studerer tidligere sivilisasjoner og bosetninger gjennom innsamling og undersøkelse av levninger. De analyserer og trekker konklusjoner om et bredt spekter av saker, for eksempel hierarkisystemer, språklige forhold, kultur og politikk på grunnlag av studiet av objekter, strukturer, fossiler, levninger og artefakter som mennesker har etterlatt seg. Arkeologer bruker ulike interdisiplinære metoder, for eksempel stratigrafi, typologi, 3D-analyse, matematikk og modellering.",http://data.europa.eu/esco/isco/C2632,Rådgivere/forskere
Occupation,http://data.europa.eu/esco/occupation/25829508-63f3-41c3-affc-ddbb5c077930,fysiolog,released,,"Fysiologer studerer og forsker på funksjonen til forskjellige levende organismer, delene de består av, og interaksjonene mellom dem. De forstår hvordan levende systemer reagerer på faktorer som sykdommer, fysisk aktivitet og stress, og bruker den informasjonen til å utvikle metoder og løsninger for å jevne ut effekten som disse stimuliene har i levende kropper.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog
Occupation,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30,forsker innen datavitenskap,released,,"Forskere innen datavitenskap finner og tolker rike datakilder, administrerer store mengder data, slår sammen datakilder, sikrer konsistente datasett og lager visualiseringer for å hjelpe med å forstå dataene. De bygger matematiske modeller ved hjelp av data, presenterer og kommuniserer datainnsikt og -resultater til spesialister og forskere i temaet, og hvis nødvendig, til et publikum av ikke-eksperter, og anbefaler måter å bruke dataene på.",http://data.europa.eu/esco/isco/C2511,Systemanalytikere/-arkitekter
Occupation,http://data.europa.eu/esco/occupation/30058b71-fe16-45ea-a2b8-d5461c706372,universitetslærer i bedriftsøkonomi,released,,"Universitetslærere i bedriftsøkonomi er professorer, lærere eller forelesere som underviser studenter i bedriftsøkonomi, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet 
for å forberede forelesninger og eksamener, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen bedriftsøkonomi, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/306e9867-cf55-446f-88c6-8adad5369f8c,universitetslærer i geovitenskap,released,,"Universitetslærere i geovitenskap er professorer, lærere eller forelesere som underviser studenter i geovitenskap, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen geovitenskap, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/35d41f4f-334b-452e-9e31-99f376302493,"ingeniør, optoelektronikk",released,,"Ingeniører, optoelektronikk utformer og utvikler optoelektroniske systemer og innretninger, blant annet UV-sensorer, fotodioder og lysdioder. Ingeniører, optoelektronikk kombinerer optisk teknikk med elektronisk teknikk i utformingen av disse systemene og innretningene. De driver forskning, utfører analyse, prøver utstyret og har tilsyn med forskningen.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,elektronikkingeniør
Occupation,http://data.europa.eu/esco/occupation/3af4d6be-90b5-41f6-be06-3330dab3df73,forsker i sosialarbeid,released,,"Forskere i sosialarbeid administrerer forskningsprosjekter med sikte på å undersøke og legge fram rapporter om sosiale problemer. De samler først inn informasjon gjennom intervjuer, fokusgrupper og spørreskjemaer. Deretter organiserer og analyserer de informasjonen ved hjelp av dataprogramvarepakker. De analyserer sosiale problemer og behov, og de ulike metodene og teknikkene for å svare på dem.",http://data.europa.eu/esco/occupation/11df8941-508c-4103-ad40-52cdf9430a59,sosiolog
Occupation,http://data.europa.eu/esco/occupation/3c305542-a51b-4b96-8d45-af11ca05eaa2,universitetslærer i veterinærmedisin,released,,"Universitetslærere i veterinærmedisin er professorer, lærere eller forelesere, og ofte leger, som underviser studenter i veterinærmedisin, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og eksamener, lede laboratorieøvelser og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen veterinærmedisin, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/3d7a1284-824c-47d9-8387-b8e1cd5888b5,universitetslærer i tannlegevitenskap,released,,"Universitetslærere i tannlegevitenskap er professorer, lærere eller forelesere, og ofte leger, som underviser studenter i tannlegevitenskap, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og eksamener, lede laboratorieøvelser og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen tannlegevitenskapen, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/3dbd758c-6dc0-41fe-8248-2250c9bfa4ab,klimatolog,released,,"Klimatologer studerer gjennomsnittsforandring i vær og klima i et langsiktig perspektiv. De undersøker og analyserer historiske værforhold for å melde trender i klimatiske forhold som endringer i temperatur, global oppvarming eller regionale værforhold under utvikling. De bruker disse funnene til å gi råd om miljøpolitikk, bygging, landbruksprosjekter og samfunnsspørsmål.",http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad,meteorolog
Occupation,http://data.europa.eu/esco/occupation/3f7b7ce5-94b6-4e0c-98e7-a4ee5a6accf4,toksikolog,released,,"Toksikologer studerer effektene som kjemiske stoffer eller biologiske og fysiske agenser har i levende organismer, nærmere bestemt på miljøet og på dyre- og menneskehelsen. De fastslår hvor høye doser av et stoff som skal til for at det skal oppstå toksiske effekter i miljøer, hos personer og hos levende organismer. De utfører også forsøk på dyr og cellekulturer.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog
Occupation,http://data.europa.eu/esco/occupation/441a5b76-2f51-4704-9df7-3b8e715dd3ad,atferdsforsker,released,,"Atferdsforskere undersøker, observerer og beskriver menneskelig atferd i samfunnet. De trekker konklusjoner om hva som bestemmer hvordan mennesker handler, de observerer forskjellige omstendigheter for ulik atferd, og de beskriver ulike personligheter. De gir råd til organisasjoner og myndigheter på dette området. De kan også analysere dyrs atferd.",http://data.europa.eu/esco/isco/C2632,Rådgivere/forskere
Occupation,http://data.europa.eu/esco/occupation/479ede81-bd51-4f3b-9d30-4910699fd211,universitetslærer i journalistikk,released,,"Universitetslærere i journalistikk og medier er professorer, lærere eller forelesere som underviser studenter i journalistikk og media, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen journalistikk og medier, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/49023c69-302f-4671-b26f-7229d1a53915,universitetslærer i kommunikasjon,released,,"Universitetslærere i kommunikasjon er professorer, lærere eller forelesere som underviser studenter i kommunikasjon, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen kommunikasjon, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/4b759f0e-8fec-4cf5-80d4-d112a9fd4e51,havforsker,released,,"Havforskere studerer og driver forskning på spørsmål knyttet til sjøen og havet. Havforskere arbeider innen forskjellige forskningsgrener: Det fysiske aspektet, der de fokuserer på bølger og tidevann; det kjemiske aspektet, der de fokuserer på den kjemiske sammensetningen av sjøvann; og det geologiske aspektet, der de fokuserer på havbunnen og dets plater.
   ",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geolog
Occupation,http://data.europa.eu/esco/occupation/4e8a5d3e-66de-4661-9927-ef3123cc79e9,universitetslærer i arkitektur,released,,"Universitetslærere i arkitektur er professorer, lærere eller forelesere som underviser studenter i arkitektur, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen arkitektur, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/4f4d33a1-0b41-4dd9-8a42-aeba5a3974ab,"ingeniør, sensorteknikk",released,,"Ingeniører, sensorteknikk utformer og utvikler sensorer, sensorsystemer og produkter som er utstyrt med sensorer. De planlegger og har tilsyn med framstillingen av disse produktene.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,elektronikkingeniør
Occupation,http://data.europa.eu/esco/occupation/4f89b0d2-b666-4890-af01-25d1d60da1f3,statsviter,released,,"Statsvitere studerer politisk atferd, politisk virksomhet og politiske systemer og tilhørende elementer. De studerer alt fra opprinnelsen til og utviklingen av ulike politiske systemer til aktuelle saker, for eksempel beslutningstakingsprosesser, politisk atferd, politiske trender, samfunn og maktperspektiver. De gir råd til myndigheter og organisasjoner i styringssaker.",http://data.europa.eu/esco/isco/C2633,Rådgivere/forskere
Occupation,http://data.europa.eu/esco/occupation/52ded7d7-11df-42e3-b90a-d7f4b70fb4b9,psykolog,released,,"Psykologer studerer atferd og psykiske prosesser hos mennesker. De leverer tjenester til klienter som strever med psykiske helseproblemer og problemer knyttet til sorg, relasjonsutfordringer, familievold og seksuelt misbruk. De gir også rådgivning i forbindelse med psykiske helseproblemer, for eksempel spiseforstyrrelser, post-traumatiske stresslidelser og psykose, for å kunne hjelpe klienter med å rehabilitere og få en sunn atferd.",http://data.europa.eu/esco/isco/C2634,Psykologer
Occupation,http://data.europa.eu/esco/occupation/55167849-82cf-484e-b818-fa702a4e69e9,hydrolog,released,,"Hydrologer utreder og studerer kvaliteten på, aktuelle utfordringer med og distribusjon av vann på jorden. De studerer vannforsyning fra elver, bekker og kilder for å bestemme adekvat og bærekraftig bruk av dem. Sammen med tverrfaglige team av fagfolk planlegger og utreder de hvordan byer og byområder kan forsynes med vann samtidig som effektivitet og ressursvern ivaretas.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geolog
Occupation,http://data.europa.eu/esco/occupation/557f9ccc-4e46-4bb2-8d20-272cd978b152,veterinærforskning,released,,"Veterinærforskere utvikler og forsker på dyremodeller, sammenligner grunnleggende biologi på tvers av ulike dyr og omdanner forskningsresultatene til forskjellige arter, herunder mennesker.",http://data.europa.eu/esco/isco/C2250,Veterinærer
Occupation,http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b,universitetslærer i farmasi,released,,"Universitetslærere i farmasi er professorer, lærere eller forelesere som underviser studenter i farmasi, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet 
for å forberede forelesninger og eksamener, lede laboratorieøvelser, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen farmasi, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/574f3232-1d07-4034-8cac-c57ddbfff192,analysekjemiker,released,,"Analysekjemikere forsker på og beskriver den kjemiske sammensetningen av stoffer. Dessuten trekker de konklusjoner knyttet til hvordan slike stoffer oppfører seg i forskjellige tilstander. Analysekjemikere spiller en viktig rolle i å se på forholdet mellom kjemi og miljøet, mat, drivstoff og medisin. De bruker en rekke teknikker som elektrokromatografi, gass og høytytende flytende kromatografi og spektroskopi.
	",http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,kjemiker
Occupation,http://data.europa.eu/esco/occupation/57a12047-4f1e-40ed-add5-9736923f231b,astronom,released,,"Astronomer forsker på dannelse, oppbygning, egenskaper og utvikling av himmellegemer og interstellar materie. De samler inn forskningsdata om rommet ved hjelp av bakkebasert og rombasert utstyr.",http://data.europa.eu/esco/isco/C2111,Fysikere og astronomer
Occupation,http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0,universitetslærer i fysikk,released,,"Universitetslærere i fysikk er professorer, lærere eller forelesere som underviser studenter i, fysikk, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet 
for å forberede forelesninger og eksamener, lede laboratorieøvelser, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen fysikkfaget, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/5a282a39-5346-454a-b1ef-c1217c50e156,utdannelsesforsker,released,,"Utdannelsesforskere driver forskning innenfor utdanning. De jobber for å utdype kunnskapen om hvordan utdanningsprosesser, utdanningssystemer og enkeltpersoner (lærere og studenter/elever) fungerer. De identifiserer forbedringsområder og utarbeider planer for gjennomføring av innovasjoner. De gir råd til beslutningstakere i utdanningsspørsmål og bidrar i planleggingen av utdanningspolitikk.",http://data.europa.eu/esco/isco/C2351,Spesialister i pedagogikk
Occupation,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1,forskningsassistent på universitet,released,,"Forskningsassistenter på universitet driver akademisk forskning for universitetet eller skolen de er ansatt ved. De kan bistå professorer de er tilknyttet, sin veileder, i deres forskning eller utvikle sin egen forskning på den aktuelle professorens felt.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d,universitetslærer i biologi,released,,"Universitetslærere i biologi er professorer, lærere eller forelesere som underviser studenter i biologi. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, lede laboratorieøvelser, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen biologi, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0,universitetslærer i utdanningsstudier,released,,"Universitetslærere i utdanningsstudier er professorer, lærere, eller forelesere som underviser studenter som ønsker å bli lærere, i undervisningsstudier. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e,genetiker,released,,"Genetikere studerer og fokuserer sin forskning på genetikk. De analyserer hvordan gener interagerer, fungerer og arver særtrekk og egenskaper. Basert på sin forskning pleier de pasienter med arvede sykdommer og tilstander, medfødte misdannelser og generelt genetiske saker.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog
Occupation,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,universitetslærer i kunstvitenskap,released,,"Universitetslærere i kunstvitenskap er professorer, lærere eller forelesere som underviser studenter i kunstvitenskap, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen kunstvitenskap, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor,released,,"Lektorer underviser studenter i sitt eget fagfelt, som hovedsakelig er et akademisk fag. De kan ha stillingsbetegnelser som førstelektor eller professor. De arbeider med sine undervisnings- og forskningsassistenter for å forberede forelesninger og eksamener, rette prøver og eksamener, lede laboratorieøvelser og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning på sitt felt, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/isco/C2310,Universitets- og høyskolelektorer/-lærere
Occupation,http://data.europa.eu/esco/occupation/68d973df-bf10-4bf7-9a1b-fbd9f604b9db,bioinformatiker,released,,"Bioinformatikere analyserer biologiske prosesser ved hjelp av dataprogrammer. De vedlikeholder eller bygger databaser som inneholder biologisk informasjon. Bioinformatikere samler inn og analyserer biologiske data og kan dessuten bistå forskere på forskjellige områder, herunder innen bioteknologi og farmasi. De gjennomfører vitenskapelig forskning og statistiske analyser, og melder sine funn. Bioinformatikere kan også ta DNA-prøver, oppdage datamønstre og forske på gener.",http://data.europa.eu/esco/isco/C2131,Biologer
Occupation,http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e,akvakulturbiolog,released,,"Akvakulturbiologer anvender kunnskap fra forskning på vannlevende dyr og planteliv og deres interaksjoner med hverandre og miljøet, for å forbedre akvakulturproduksjon, forebygge dyrehelse- og miljøproblemer og levere løsninger om nødvendig.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog
Occupation,http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442,kommunikasjonsforsker,released,,"Kommunikasjonsforskere forsker på de ulike aspektene ved planlegging, innsamling, oppretting, organisering, konservering, bruk, evaluering og utveksling av informasjon gjennom muntlig eller ikke-muntlig kommunikasjon. De studerer samspillet mellom grupper, mellom enkeltpersoner og mellom enkeltpersoner og teknologi (roboter).",http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,antropolog
Occupation,http://data.europa.eu/esco/occupation/6d421d34-baa1-44f9-9ea0-231d76e325fd,religionsforsker,released,,"Religionsforskere studerer begreper knyttet til religioner, tro og spiritualitet. De bruker rasjonalitet i sitt arbeid med moral og etikk, ved å studere den hellige skrift, religion, disiplin og guddommelig lov.",http://data.europa.eu/esco/isco/C2636,Geistlige yrker
Occupation,http://data.europa.eu/esco/occupation/6df6c5cb-c1a2-42c8-acd0-1ee5563c36c1,biokjemiker,released,,Biokjemikere studerer og forsker på reaksjonene kjemikalier forårsaker i levende organismer. De arbeider blant annet med å utvikle eller forbedre kjemikaliebaserte produkter (f.eks. legemidler) som skal forbedre helsen til levende organismer.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog
Occupation,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,IT-forskningskonsulent,released,,"IKT-forskningskonsulenter utfører målrettet IKT-forskning og leverer en endelig rapport til kunden. De bruker også IKT-verktøy til å designe spørreskjemaer til undersøkelser, analysere resultater, skrive rapporter, presentere resultater og gi anbefalinger på grunnlag av forskningsresultater.",http://data.europa.eu/esco/isco/C2511,Systemanalytikere/-arkitekter
Occupation,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,allmennpraktiserende lege,released,,"Allmennpraktiserende leger fremmer helse, forebygger og identifiserer dårlig helse, diagnostiserer og behandler sykdommer og fremmer tilfriskning fra fysisk og psykisk sykdom og helselidelser av alle typer for alle personer uansett alder, kjønn eller type helseproblem.",http://data.europa.eu/esco/isco/C2211,Allmennpraktiserende leger
Occupation,http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,matematiker,released,,Matematikere utdyper eksisterende matematisk kunnskap og utvikler nye paradigmer på feltet. De kan anvende matematiske lover på målinger og mengdeangivelser og sikre at tekniske og vitenskapelige prosjekter er gjennomførbare.,http://data.europa.eu/esco/isco/C2120,Matematikere
Occupation,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,forsknings- og utviklingssjef,released,,"Forsknings- og utviklingssjefer samordner arbeidet til realister, akademiske forskere, produktutviklere og markedsforskere for å skape nye produkter, forbedre eksisterende produkter eller drive annen forskningsvirksomhet, herunder vitenskapelig forskning. De administrerer og planlegger forsknings- og utviklingsvirksomheten i en organisasjon, fastsetter mål og budsjettkrav og administrerer personalet.",http://data.europa.eu/esco/isco/C1223,Forsknings- og utviklingsledere
Occupation,http://data.europa.eu/esco/occupation/778c1d37-69f2-4184-ac98-03b7dbfba332,"ingeniør, fotonikk",released,,"Ingeniører, fotonikk arbeider med generering, overføring, transformasjon og påvisning av lys. De forsker på, utformer, monterer, tester og setter i drift fotoniske komponenter og systemer på flere bruksområder, fra optisk kommunikasjon til medisinsk instrumentering, materialbehandling og sensorteknologi.",http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,"ingeniør, optikk"
Occupation,http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,"ingeniør, elektromekanikk",released,,"Ingeniører, elektromekanikk utformer og utvikler utstyr og maskiner som bruker både elektro- og maskinteknikk. De skriver utkast og utarbeider dokumenter om materialbehov, monteringsprosessen og andre tekniske spesifikasjoner. Ingeniører, elektromekanikk prøver og evaluerer også prototypene. De har tilsyn med framstillingsprosessen.",http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,"ingeniør, elektro"
Occupation,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,farmasøyt,released,,"Farmasøyter klargjør, dispenserer og utleverer reseptfrie legemidler. De gir klinisk informasjon om legemidler, informerer om mulige bivirkninger og yter tilpasset støtte til pasienter. Farmasøyter formulerer og prøver legemidler i laboratorier, og lagrer, konserverer og distribuerer dem.",http://data.europa.eu/esco/isco/C2262,Farmasøyter
Occupation,http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,universitetslærer i psykologi,released,,"Universitetslærere i psykologi er professorer, lærere eller forelesere som underviser studenter i psykologi, som hovedsakelig er et akademisk fag. De samarbeider med sine forsknings- og undervisningsassistenter på universitetet for å forberede forelesninger og eksamener, rette prøver og eksamener og lede evaluerings- og tilbakemeldingssammenkomster for studentene. De driver også akademisk forskning innen psykologi, de publiserer funn, og de samarbeider med andre universitetskollegaer.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,lektor
Occupation,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,"ingeniør, mikrosystem",released,,"Ingeniører, mikrosystem undersøker, utformer, utvikler og har tilsyn med produksjon av mikroelektromekaniske systemer (MEMS), som kan integreres i mekaniske, optiske, akustiske og elektroniske produkter.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,elektronikkingeniør
Occupation,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,fysiker,released,,"Fysikere er naturvitere som studerer fysiske fenomener. Hva de fokuserer på i sin forskning, avhenger av hva de har spesialisert seg på, noe som kan være alt fra atompartikkelfysikk til studiet av fenomener i universet. De anvender sine funn for å forbedre samfunnet ved å bidra til utvikling av nye energikilder, nye måter å behandle sykdom på, nye spill, nytt utstyr og hverdagsgjenstander.",http://data.europa.eu/esco/isco/C2111,Fysikere og astronomer
Occupation,http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88,paleontolog,released,,"Paleontologer forsker på og analyserer livsformer som eksisterte i tidligere tidsaldre på jorden. De forsøker å fastslå livsformenes evolusjonsforløp og interaksjon med geologiske områder. De studerer både planter, virvelløse dyr og virveldyr og mennesker, og de ser på slike ting som økologi og klima.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geolog
